CUST_GROUP,CUST_NAME,COUNTRY_NAME,SALES_REP,TEAM,FOCUS
"CROSS VALLEY CHEMICAL (GUANGZHOU) CO., LTD","CROSS VALLEY CHEMICAL (GUANGZHOU) CO., LTD",CHINA,Haibin Y.,China/Japan,false
CURE PHARMACEUTICALS CORP,CURE PHARMACEUTICALS CORP,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CURIO,CURIO MANUFACTURING MO LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CURIO,"Curio Manufacturing, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
CUSTOM FLAVORS,CUSTOM FLAVORS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
DairiConcepts - Taste & Flavors,DairiConcepts - Taste & Flavors,UNITED STATES OF AMERICA,Kelli M.,Americas,false
DAIRY MAID SHRIVERS,DAIRY MAID SHRIVERS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
DAMON INDUSTRIES,DAMON INDUSTRIES,UNITED STATES OF AMERICA,Kelli M.,Americas,false
DANCHEM CC,DANCHEM CC,UNITED STATES OF AMERICA,Sanjay C.,IMEA,false
"DAWN FOODS PRODUCTS, INC","DAWN FOODS PRODUCTS, INC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
DD Chemco Inc.,DD Chemco Inc.,UNITED STATES OF AMERICA,Jessie H.,Americas,true
Decarb Factor,Decarb Factor,UNITED STATES OF AMERICA,Kelli M.,Americas,false
DEERLAND PROBIOTICS&ENZYMES,DEERLAND PROBIOTICS&ENZYMES,UNITED STATES OF AMERICA,Danielle J.,Americas,false
Del Val Food Ingredients,Del Val Food Ingredients,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"DELIGHTFUL BRANDS, INC.","DELIGHTFUL BRANDS, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
DELISVOSGES,DELISVOSGES,FRANCE,Florian M.,Europe,false
DELTA-8 DISTILLERY,DELTA-8 DISTILLERY,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Dermaflore Laboratoires,Dermaflore Laboratoires,CANADA,Kelli M.,Americas,false
DESTILLA GMBH,DESTILLA GMBH,GERMANY,Gwenn B.,Europe,false
"DIANA DE BEAUTE, S.A.L.","DIANA DE BEAUTE, S.A.L.",LEBANON,Sanjay C.,IMEA,false
DILIGENT GmbH,DILIGENT GmbH,GERMANY,Gwenn B.,Europe,false
DISTILLERIE DU PERIGORD,DISTILLERIE DU PERIGORD,FRANCE,Florian M.,Europe,false
DMI SOLUTIONS,DMI SOLUTIONS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
DOHLER,DÃ–HLER TURKEY,TURKIYE,Sanjay C.,Europe,true
DOHLER,DOEHLER USA INC.,UNITED STATES OF AMERICA,Kelli M.,Europe,true
DOHLER,DOHLER GERMANY,GERMANY,Gwenn B.,Europe,true
DOMESTIC TOBACCO CO. INC.,DOMESTIC TOBACCO CO. INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
DONGGUAN BAIWEI FOOD CHEMICAL,DONGGUAN BAIWEI FOOD CHEMICAL,CHINA,Haibin Y.,China/Japan,false
"DONGGUAN BEILAN BIOTECH CO.,LT","DONGGUAN BEILAN BIOTECH CO.,LT",CHINA,Haibin Y.,China/Japan,false
"Dongguan Wanjiang Co.,Ltd","Dongguan Wanjiang Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
DONOVAN WERKE AGSA,DONOVAN WERKE AGSA,GUATEMALA,Kelli M.,Americas,false
DPT LABORATORIES,DPT LABORATORIES,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Dr. Pepper,DR PEPPER - IRELAND,Ireland,Danielle J.,Europe,true
Dr. Pepper,DR PEPPER - USA,UNITED STATES OF AMERICA,Danielle J.,Europe,true
Dry Bev,Dry Bev,UNITED STATES OF AMERICA,Kelli M.,Americas,false
DUCHEFA FARMA BV,DUCHEFA FARMA BV,NETHERLANDS,Florian M.,Europe,false
DURBAN,DURBAN,FRANCE,Florian M.,Europe,false
"Durfort Holdings, S.A.","Durfort Holdings, S.A.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Eagle Labs Inc.,Eagle Labs Inc.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
EARTH LAB BOTANICALS,EARTH LAB BOTANICALS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"EAST WEST TEA COMPANY, LLC-CMC","EAST WEST TEA COMPANY, LLC-CMC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
EATEM FOODS CO.,EATEM FOODS CO.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
EBBO MAROC,EBBO MAROC,MOROCCO,Sanjay C.,IMEA,false
EJDER İLAÇ VE KİMYEVİ MADDELER SAN. TİC. A.Ş.,EJDER ILAÃ‡ VE KIMYEVI MADDELER,TURKEY,Sanjay C.,IMEA,true
ELDERWOOD TRADING CC,ELDERWOOD TRADING CC,SOUTH AFRICA,Sanjay C.,IMEA,true
E-LIQUID COMPANY (N.W) LTD,E-LIQUID COMPANY (N.W) LTD,UNITED KINGDOM,Gwenn B.,Europe,false
ELITE SPICE,ELITE SPICE,UNITED STATES OF AMERICA,Kelli M.,Americas,false
EMILIA RESOURCES LLC,EMILIA RESOURCES LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"EMPIRICAL LABS, INC.","EMPIRICAL LABS, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
EMPOWER PHARMACY,EMPOWER PHARMACY,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Endolibrium LLC DBA AntiDose,Endolibrium LLC DBA AntiDose,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ENGLEWOOD LAB,ENGLEWOOD LAB,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"EPIC PHARMA, LLC","EPIC PHARMA, LLC",UNITED STATES OF AMERICA,Danielle J.,Americas,true
ESPRIT GOURMAND,ESPRIT GOURMAND,FRANCE,Florian M.,Europe,false
ESSENTIAL FLAVORS & FRAGRANCES,ESSENTIAL FLAVORS & FRAGRANCES,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Essential Source Inc.,Essential Source Inc.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ESSENTIAL TASTE,ESSENTIAL TASTE,UNITED STATES OF AMERICA,Kelli M.,Americas,false
EUROSTAR GENERAL TRADING LLC,EUROSTAR GENERAL TRADING LLC,UNITED ARAB EMIRATES,Sanjay C.,IMEA,false
EVA CORPORATION FOR COSMETICS,EVA CORPORATION FOR COSMETICS,EGYPT,Sanjay C.,IMEA,false
EvaPharma for Pharmaceuticals and,EvaPharma for Pharmaceuticals and,EGYPT,Sanjay C.,IMEA,false
EVERGREEN LAND CZ S.R.O,EVERGREEN LAND CZ S.R.O,FRANCE,Gwenn B.,Europe,false
Excel Group LLC,Excel Group LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
EXPRESSIONS AROMATIQUES,EXPRESSIONS AROMATIQUES,FRANCE,Florian M.,Europe,false
F.M. CARRIERE & SON,F.M. CARRIERE & SON,UNITED STATES OF AMERICA,Danielle J.,Americas,false
FABSTER SARL,FABSTER SARL,FRANCE,Florian M.,Europe,false
FAGRON,FAGRON POLAND,POLAND,Florian M.,Europe,false
FANZHI,GANSU FANZHI PHARMACEUTICAL,CHINA,Sissic H.,China/Japan,true
FAR EASTERN IMPEX (PVT) LTD.,FAR EASTERN IMPEX (PVT) LTD.,PAKISTAN,Sanjay C.,IMEA,false
FAREVA,FARMACLAIR,FRANCE,Florian M.,Europe,false
FAREVA,FCA TOURNON,FRANCE,Gwenn B.,Europe,false
FARMA INTERNATIONAL,FARMA INTERNATIONAL,UNITED STATES OF AMERICA,Kelli M.,Americas,false
FARMINDUSTRIA S.A.,FARMINDUSTRIA S.A.,PERU,Kelli M.,Americas,false
FASHION STAR BIOLOGICAL TECHNO,FASHION STAR BIOLOGICAL TECHNO,CHINA,Haibin Y.,China/Japan,false
FAUNUS HERBS INC.,FAUNUS HERBS INC.,CANADA,Kelli M.,Americas,false
FAZER,FAZER CONFECTIONERY LTD.,FINLAND,Gwenn B.,Europe,false
FCC PRODUCTS INC,FCC PRODUCTS INC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"FEILANG BIOTECH (HUBEI) CO.,LT","FEILANG BIOTECH (HUBEI) CO.,LT",CHINA,Haibin Y.,China/Japan,false
FELTOR LABORATORIOS S.A.,FELTOR LABORATORIOS S.A.,SPAIN,Gwenn B.,Europe,false
Fertin Canada Inc.,Fertin Canada Inc.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Fertin Canada Inc.,Fertin Canada Inc.,CANADA,Kelli M.,Americas,false
FFP Flavors LLC DBA Comax Mfg.,FFP Flavors LLC DBA Comax Mfg.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
FIC - FOOD INGREDIENTS LTD,FIC - FOOD INGREDIENTS LTD,ISRAEL,Sanjay C.,IMEA,false
FIC- Food Ingredients Ltd.,FIC- Food Ingredients Ltd.,ISRAEL,Sanjay C.,IMEA,false
"FILLTECH USA, LLC","FILLTECH USA, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
"FINAROMA (SHANGHAI) CO.,LTD","FINAROMA (SHANGHAI) CO.,LTD",CHINA,Haibin Y.,China/Japan,false
FIRMENICH,FIRMENICH - BELGIUM,BELGIUM,Florian M.,China/Japan,true
FIRMENICH,FIRMENICH - BRAZIL,BRAZIL,Jessie H.,China/Japan,true
FIRMENICH,FIRMENICH - CHINA (SHANGHAI),CHINA,Jessie H.,China/Japan,true
FIRMENICH,FIRMENICH - CHINA (ZHANGJIAGANG),CHINA,Jessie H.,China/Japan,true
FIRMENICH,FIRMENICH - SWITZERLAND,SWITZERLAND,Florian M.,China/Japan,true
FIRMENICH,FIRMENICH - USA (NEW ULM MN),UNITED STATES OF AMERICA,Danielle J.,China/Japan,true
FIRMENICH,FIRMENICH - USA (PLAINSBORO NJ),UNITED STATES OF AMERICA,Danielle J.,China/Japan,true
FIRMENICH,FIRMENICH - USA (ST LOUIS MO),UNITED STATES OF AMERICA,Danielle J.,China/Japan,true
FIRMENICH,FIRMENICH AROMATICS(Zhangjiagang),CHINA,Jessie H.,China/Japan,true
FIRMENICH,FIRMENICH BELGIUM,BELGIUM,Florian M.,China/Japan,true
FIRMENICH,FIRMENICH FRANCE,FRANCE,Florian M.,China/Japan,true
FIRMENICH,FIRMENICH INDIA,INDIA,Sanjay C.,China/Japan,true
FIRMENICH,FIRMENICH SWITZERLAND,SWITZERLAND,Florian M.,China/Japan,true
FIRMENICH,FIRMENICH UK,UNITED KINGDOM,Florian M.,China/Japan,true
FIRST CHOICE INGREDIENTS,FIRST CHOICE INGREDIENTS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"FIRST CREATIVE INGREDIENTS, INC.","FIRST CREATIVE INGREDIENTS, INC.",UNITED STATES OF AMERICA,Danielle J.,Americas,false
FISCHER CHEMICALS AG,FISCHER CHEMICALS AG,SWITZERLAND,Gwenn B.,Europe,false
FLAMEL AROMATIC,FLAMEL AROMATIC,FRANCE,Florian M.,Europe,false
Flavor & Fragrance Specialties,Flavor & Fragrance Specialties,UNITED STATES OF AMERICA,Danielle J.,Americas,false
"FLAVOR DYNAMICS, INC.","FLAVOR DYNAMICS, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
"FLAVOR INSIGHTS, LLC","FLAVOR INSIGHTS, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
FLAVOR PROD.,FLAVOR PRODUCERS,UNITED STATES OF AMERICA,Danielle J.,Americas,true
FLAVORCAN INTERNATIONAL INC.,FLAVORCAN INTERNATIONAL INC.,CANADA,Danielle J.,Americas,false
FlavorChem,FLAVORCHEM,UNITED STATES OF AMERICA,Danielle J.,Americas,false
FLAVORCHEM EUROPE KFT,FLAVORCHEM EUROPE KFT,HUNGARY,Florian M.,Europe,false
FLAVORMAN,FLAVORMAN,UNITED STATES OF AMERICA,Kelli M.,Americas,false
FlavorSum LLC,FlavorSum LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
FLAVOURS & ESSENCE ICG,FLAVOURS & ESSENCE ICG,UNITED KINGDOM,Gwenn B.,Europe,false
Float House,Float House,UNITED STATES OF AMERICA,Kelli M.,Americas,false
FMI,AMERICA ABRA,CHILE,Jeff R.,Americas,false
FMI,BRENNTAG PACIFIC,UNITED STATES OF AMERICA,Jeff R.,Americas,false
FMI,Freeport McMoRan,UNITED STATES OF AMERICA,Jeff R.,Americas,false
FMI,Quadra Chemicals Inc.,UNITED STATES OF AMERICA,Jeff R.,Americas,false
FMI,Sociedad Minera Cerro Verde S.A.A.,PERU,Jeff R.,Americas,false
FONA INTERNATIONAL,FONA INTERNATIONAL,UNITED STATES OF AMERICA,Danielle J.,Americas,false
"Fontana Flavors, Inc.","Fontana Flavors, Inc.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
FONTAROME,FONTAROME,FRANCE,Florian M.,Europe,false
FOOD SCIENCES CORPORATION,FOOD SCIENCES CORPORATION,UNITED STATES OF AMERICA,Kelli M.,Americas,false
FOR PLAY VENTURES LTD,FOR PLAY VENTURES LTD,UNITED KINGDOM,Gwenn B.,Europe,false
FORD GUM & MACHINE CO,FORD GUM & MACHINE CO,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Formulation Innovations Group,Formulation Innovations Group,UNITED STATES OF AMERICA,Kelli M.,Americas,false
FORMULATION TECHNOLOGY INC.,FORMULATION TECHNOLOGY INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Forte Flavors, LLC","Forte Flavors, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
FORTUNE ACE LTD,FORTUNE ACE LTD,MEXICO,Jessie H.,China/Japan,false
FOSHAN XINAN Chemical Trade Co,FOSHAN XINAN Chemical Trade Co,CHINA,Haibin Y.,China/Japan,false
Foy Group Inc.,Foy Group Inc.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"FP Nutraceuticals, LLC (FPN)","FP Nutraceuticals, LLC (FPN)",UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Fucheng Biotechnology (Shanghai) Co., Ltd","Fucheng Biotechnology (Shanghai) Co., Ltd",CHINA,Haibin Y.,China/Japan,false
FUJIAN KAIDA FOOD DEVELOPMENT,FUJIAN KAIDA FOOD DEVELOPMENT,CHINA,Haibin Y.,China/Japan,false
"Fujian Le Hua Food Co.,Ltd","Fujian Le Hua Food Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
Future Nutrition,Future Nutrition,Ireland,Gwenn B.,Europe,false
FUTURE NUTRITION LTD,FUTURE NUTRITION LTD,IRELAND,Gwenn B.,Europe,false
G PRODUCTION INC.,G PRODUCTION INC.,CANADA,Danielle J.,Americas,false
GATTEFOSSE CANADA INC.,GATTEFOSSE CANADA INC.,CANADA,Danielle J.,Americas,false
GAZIGNAIRE JEAN,GAZIGNAIRE JEAN,FRANCE,Florian M.,Europe,false
GCP LABS,GCP LABS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
GDES DISTILLERIES PEUREUX,GDES DISTILLERIES PEUREUX,FRANCE,Florian M.,Europe,false
GEEK & GORGEOUS KFT.,GEEK & GORGEOUS KFT.,HUNGARY,Gwenn B.,Europe,false
GENERAL PHARMACEUTICAL LTD,GENERAL PHARMACEUTICAL LTD,BANGLADESH,Sanjay C.,IMEA,false
GEORGELIN,GEORGELIN,FRANCE,Florian M.,Europe,false
GER'SON,GER'SON,FRANCE,Florian M.,Europe,false
Givaudan,GIVAUDAN - NJ,UNITED STATES OF AMERICA,Danielle J.,Europe,true
Givaudan,GIVAUDAN - USA (OH and NJ),UNITED STATES OF AMERICA,Danielle J.,Europe,true
GIVAUDAN,GIVAUDAN ARGENTINA,ARGENTINA,Gwenn B.,Europe,true
GIVAUDAN,GIVAUDAN EGYPT,EGYPT,Jessie H.,Europe,true
GIVAUDAN,GIVAUDAN EGYPT SAE,EGYPT,Sanjay C.,Europe,true
GIVAUDAN,GIVAUDAN FRANCE (AVIGNON),FRANCE,Gwenn B.,Europe,true
GIVAUDAN,GIVAUDAN FRANCE NATURALS,FRANCE,Gwenn B.,Europe,true
GIVAUDAN,GIVAUDAN GERMANY,GERMANY,Gwenn B.,Europe,true
GIVAUDAN,GIVAUDAN HUNGARY,HUNGARY,Gwenn B.,Europe,true
GIVAUDAN,GIVAUDAN INTERNATIONAL SA,BELGIUM,Gwenn B.,Europe,true
GIVAUDAN,GIVAUDAN-CHINA,CHINA,Jessie H.,Europe,true
GIVAUDAN,GIVAUDAN-NANTONG,CHINA,Haibin Y.,Europe,true
Givaudan Singapore Pte Ltd,Givaudan Singapore Pte Ltd,SINGAPORE,Jessie H.,China/Japan,true
GLANBIA,Foodarom Group Inc.,CANADA,Danielle J.,Americas,false
GLANBIA,Foodarom USA Inc,UNITED STATES OF AMERICA,Danielle J.,Americas,false
GLANBIA,Foodarom USA Inc,CANADA,Danielle J.,Americas,false
GLANBIA,FOODAROM USA INC.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
"Global Resource Operations,LLC","Global Resource Operations,LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
GLOBE CHEMICALS GMBH,GLOBE CHEMICALS GMBH,GERMANY,Gwenn B.,Europe,false
GLOBOPHARMA INC,GLOBOPHARMA INC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
GMP Nutraceuticals,GMP Nutraceuticals,UNITED STATES OF AMERICA,Kelli M.,Americas,false
GOLDEN SELECT FOODS,GOLDEN SELECT FOODS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Good Day Farm Arkansas,Good Day Farm Arkansas,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Good Day Farm Louisiana,Good Day Farm Louisiana,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Good Day Farm Mississippi,Good Day Farm Mississippi,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Good Day Farm Missouri,Good Day Farm Missouri,UNITED STATES OF AMERICA,Kelli M.,Americas,false
GOODCAT,GOODCAT,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Great White Industries,Great White Industries,UNITED STATES OF AMERICA,Kelli M.,Americas,false
GREATWALL ENTERPRISE,GREATWALL ENTERPRISE,HONG KONG,Jessie H.,China/Japan,false
GREATWALL ENTERPRISE,GREATWALL ENTERPRISE,CHINA,Jessie H.,China/Japan,false
"Green Grass Foods, Inc.","Green Grass Foods, Inc.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
GREENLYTE MASS CONSULTING,GREENLYTE MASS CONSULTING,UNITED STATES OF AMERICA,Kelli M.,Americas,false
GREENTECH S.A.,GREENTECH S.A.,FRANCE,Gwenn B.,Europe,false
Grinds Coffee Pouches,Grinds Coffee Pouches,UNITED STATES OF AMERICA,Kelli M.,Americas,false
GROUPE ROCHER OPERATIONS,GROUPE ROCHER OPERATIONS,FRANCE,Gwenn B.,Europe,true
GROVE,GROVE,UNITED STATES OF AMERICA,Kelli M.,Americas,false
GROW OHIO,GROW OHIO,UNITED STATES OF AMERICA,Kelli M.,Americas,false
GT PHARMA exGIFRER  BARBEZAT,GT PHARMA exGIFRER  BARBEZAT,FRANCE,Gwenn B.,Europe,false
DADI,Guangdong Dadi Food Chemical C,CHINA,Haibin Y.,China/Japan,false
"Guangdong Goldenhealth Biotechnology Co., Ltd","Guangdong Goldenhealth Biotechnology Co., Ltd",CHINA,Haibin Y.,China/Japan,false
GD HONGYUAN,"GUANGDONG HONGYUAN FOOD CO., LTD",CHINA,Haibin Y.,China/Japan,false
GUANGDONG HUAMAO FOOD CHEMICAL,GUANGDONG HUAMAO FOOD CHEMICAL,CHINA,Haibin Y.,China/Japan,false
GUANGDONG HUASHENG FOOD,GUANGDONG HUASHENG FOOD,CHINA,Haibin Y.,China/Japan,false
"GUANGDONG JIAYE FOOD CO, LTD.","GUANGDONG JIAYE FOOD CO, LTD.",CHINA,Haibin Y.,China/Japan,false
GUANGDONG KAIRUN,GUANGDONG KAIRUN,CHINA,Haibin Y.,China/Japan,false
GUANGDONG QIANYUE PHARMACEUTIC,GUANGDONG QIANYUE PHARMACEUTIC,CHINA,Haibin Y.,China/Japan,false
GUANGDONG SMALL WORLD TECHNOLO,GUANGDONG SMALL WORLD TECHNOLO,CHINA,Haibin Y.,China/Japan,false
"GUANGDONG WONDERFUL INTERNATIONAL BIOTECHNOLOGY CO.,LTD","GUANGDONG WONDERFUL INTERNATIONAL BIOTECHNOLOGY CO.,LTD",CHINA,Haibin Y.,China/Japan,false
"Guangdong Yahe Biotechnology Co.,Ltd","Guangdong Yahe Biotechnology Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
GUANGDONG ZHONGLAN HEALTH,GUANGDONG ZHONGLAN HEALTH,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU B&Y TRADING CO. LTD,GUANGZHOU B&Y TRADING CO. LTD,CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU BAIFEN BIOTECH CO.,LTD","GUANGZHOU BAIFEN BIOTECH CO.,LTD",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU BAIHUA FLAVOURS AND,GUANGZHOU BAIHUA FLAVOURS AND,CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU BAIYOUJIA BIOTECH CO.,LTD","GUANGZHOU BAIYOUJIA BIOTECH CO.,LTD",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU BIAOWU TRADING,GUANGZHOU BIAOWU TRADING,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU BINGZHENG,GUANGZHOU BINGZHENG,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU BINGZHONG CHEMICAL,GUANGZHOU BINGZHONG CHEMICAL,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU DAILY CHEMICALS,GUANGZHOU DAILY CHEMICALS,CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU DALIAN TRADING CO.,L","GUANGZHOU DALIAN TRADING CO.,L",CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU DOMONIC CO.,LTD","GUANGZHOU DOMONIC CO.,LTD",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU ENJIE BIOTECH CO.LTD,GUANGZHOU ENJIE BIOTECH CO.LTD,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU EVEN BIOTECHMICAL CO,GUANGZHOU EVEN BIOTECHMICAL CO,CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU GUYING NATURAL BIOTECHNOLOGY CO.,LTD","GUANGZHOU GUYING NATURAL BIOTECHNOLOGY CO.,LTD",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU HANG CHENG BIOTECHN-,GUANGZHOU HANG CHENG BIOTECHN-,CHINA,Haibin Y.,China/Japan,false
"Guangzhou Hangsen Trading Co.,","Guangzhou Hangsen Trading Co.,",CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU HEAN CHEMICAL CO.,LT","GUANGZHOU HEAN CHEMICAL CO.,LT",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU HELANDI BIOTECH CO.L,GUANGZHOU HELANDI BIOTECH CO.L,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU HENGGUANG COMPOSITE,GUANGZHOU HENGGUANG COMPOSITE,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU HUAFANG,GUANGZHOU HUAFANG,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU HUAFENG NEW MATERIAL,GUANGZHOU HUAFENG NEW MATERIAL,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU HUAZHONG TECHNOLOGY,GUANGZHOU HUAZHONG TECHNOLOGY,CHINA,Haibin Y.,China/Japan,false
Guangzhou Huicong supply chain,Guangzhou Huicong supply chain,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU HUILANG BIOTECH CO,GUANGZHOU HUILANG BIOTECH CO,CHINA,Haibin Y.,China/Japan,true
GUANGZHOU JIAHUA COSMETICS CO,GUANGZHOU JIAHUA COSMETICS CO,CHINA,Haibin Y.,China/Japan,false
"Guangzhou Jianhang Food Technology Co.,Ltd","Guangzhou Jianhang Food Technology Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU JIASHANG YIMEI BIOTE,GUANGZHOU JIASHANG YIMEI BIOTE,CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU JINJIU BIOTECH CO.,L","GUANGZHOU JINJIU BIOTECH CO.,L",CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU JIUFENG TRADING CO.,","GUANGZHOU JIUFENG TRADING CO.,",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU JUTEXIANG BIOTECH CO,GUANGZHOU JUTEXIANG BIOTECH CO,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU KEJI EXPERIMENTAL,GUANGZHOU KEJI EXPERIMENTAL,CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU KETAI CHEMICAL CO.,","GUANGZHOU KETAI CHEMICAL CO.,",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU LAISHENG CHEMICAL CO.LTD,GUANGZHOU LAISHENG CHEMICAL CO.LTD,CHINA,Haibin Y.,China/Japan,false
GZ LANSA,GUANGZHOU LANSA TRADING LTD.,CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU LIFEILI TRADING CO.,","GUANGZHOU LIFEILI TRADING CO.,",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU LIFENG COSMETICS,GUANGZHOU LIFENG COSMETICS,CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU LIFU FINE CHEMICAL CO.,LTD","GUANGZHOU LIFU FINE CHEMICAL CO.,LTD",CHINA,Haibin Y.,China/Japan,false
"Guangzhou Maisihui Biotechnology Co.,Ltd","Guangzhou Maisihui Biotechnology Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
"Guangzhou Manhe Biotechnology Co.,Ltd","Guangzhou Manhe Biotechnology Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU MEIDAI BIOTECH CO.,LTD","GUANGZHOU MEIDAI BIOTECH CO.,LTD",CHINA,Haibin Y.,China/Japan,false
"Guangzhou Meiyi Cosmetics Co.,Ltd","Guangzhou Meiyi Cosmetics Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU MEIZI BIOTECHNOLOGY,GUANGZHOU MEIZI BIOTECHNOLOGY,CHINA,Haibin Y.,China/Japan,false
"GUANGZHOU MINGLI BIOTECH CO.,L","GUANGZHOU MINGLI BIOTECH CO.,L",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU MINGXIN CHEMICAL TRA,GUANGZHOU MINGXIN CHEMICAL TRA,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU MINGYAN COSMETICS CO,GUANGZHOU MINGYAN COSMETICS CO,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU MINGYUE CHEMICAL TEC,GUANGZHOU MINGYUE CHEMICAL TEC,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU OWADA,GUANGZHOU OWADA,CHINA,Haibin Y.,China/Japan,false
Guangzhou pinyan biotechnology,Guangzhou pinyan biotechnology,CHINA,Haibin Y.,China/Japan,false
"Guangzhou Pucheng Biotechnology Co.,Ltd","Guangzhou Pucheng Biotechnology Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
GUANGZHOU QIANYE CHEMICAL,GUANGZHOU QIANYE CHEMICAL,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU QIAOZIYAN COSMETICS,GUANGZHOU QIAOZIYAN COSMETICS,CHINA,Haibin Y.,China/Japan,false
GUANGZHOU QIZHENG CHEMICAL TEC,GUANGZHOU QIZHENG CHEMICAL TEC,CHINA,Haibin Y.,China/Japan,false
